SNo.,Company Name,Domain Name,Overview,,Founded Year,City,State,Country,Is Funded,Total Funding (USD),Latest Funded Date,Latest Funded Amount,Latest Funded Amount (USD),Company Stage,Average days between last funding and acquisition,Is Acquired,Acquired By,Acquired Date,Acquired Year,Acquired Amount (USD),Acquisition Type,Is IPO,Editor's Rating,Editor's Rated Date,Soonicorn Club Status,Soonicorn Club Marked Date,Soonicorn Club Event Date,Practice Areas,Feed Name,Business Models,Institutional Investors,Angel Investors,Description,All Geographies Served,Company Emails,Company Phone Numbers,Founders' Info,Founders' Email Ids,Links to Founders' Profiles,Link to Employees,Annual Revenue (USD),Annual Revenue as on,Is Incorporated,Incorporation Date,Paid-up Capital at Incorporation (USD),Founders at Incorporation,Acquisition List,Stock Ticker,IPO Date,IPO Amount (USD),Revenue at IPO (USD),Market Capital at IPO (USD),Stock Price at IPO (USD),Is Deadpooled,Deadpooled Date,Part Of,Same As,,,,Website,Website Status,Website Status Last Updated,LinkedIn,Twitter,Facebook,Blog Url,Tracxn URL,Date Added,Annual Net Profit (USD),Annual Net Profit as on,Annual EBITDA (USD),Annual EBITDA as on,Latest Valuation (USD),Latest Valuation as on,Total Employee Count,Total Employee Count as on,Tracxn Score,Revenue Multiple,Revenue Multiple as on,Special Flags : Yes,Special Flags : No,Special Flags : Unknown,In rounds sheet
292,Ödeal,ode.al,Hardware free payment acceptance solution for merchants.,,2014,Istanbul,Istanbul,Turkey,No,,NA,,,Acquired,,Yes,sankonline.com,"mar. 15, 2015",2015,"3,000,000",Business Acquisition,No,1,"oct. 10, 2019",,,,FinTech,Payments,Payments > Business Payments > POS Payments > POS Mobile Apps,,,Odeal is a hardware free payment acceptance solution for merchants allowing them to accept card payments at point of sale using the Odeal app on their mobile. The merchant can either enter the details or snap a pic of the card to accept the payments. Odeal charges 2.75% transaction charges inclusive of taxes.,Turkey,info@ode.al,,"Fevzi Gungor; CEO; fevzi.gungor@ode.al; http://tr.linkedin.com/in/fevzigungor; ex - The mobile Port ,Micro Payment Systems Inc. ,YOU  Education - Bogazici University",fevzi.gungor@ode.al,http://tr.linkedin.com/in/fevzigungor,http://www.linkedin.com/vsearch/p?f_CC=4848006,,,No,,,,,,,,,,,No,,,,,,,https://ode.al/,200,"ene. 16, 2021",http://linkedin.com/company/ode-al,http://twitter.com/odealapp,,,https://tracxn.com/companies/QojT4RfYOcVo5FhwKQXgzkTF6miqKxu14XHcG08AzZs/ode.al,"oct. 04, 2019",,,,,,,,,42.34,,,"Enterprise
Tech","Consumer
Marketplace
SaaS","Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
87,Carmudi,carmudi.com.ph,Online listing platform for multi-category used vehicles,,2014,Taguig,National Capital Region,Philippines,Yes,"45,000,000",1/23/2018,$10M,"10,000,000",Acquired,674,Yes,cardekho.com,"nov. 28, 2019",2019,"3,000,000",Business Acquisition,No,4,"jun. 20, 2020",,,,"Consumer
Auto Tech
Retail
Unbundling of Craigslist","Auto E-Commerce & Content
Second Hand Goods","Auto E-Commerce & Content > Second Hand Vehicles > Multi Category > Listings
Second Hand Goods > Auto > Horizontal > B2C > Listings","Tengelmann Ventures
The Asia Pacific Internet Group
Rocket Internet
HV Holtzbrinck Ventures",,"Carmudi is an online listing platform for automotive vehicles including bikes, cars, and commercial vehicles. It allows buyers to discover from the list of vehicles listed by dealers & sellers. Sellers can list their vehicles on the platform.",Philippines,wecare@carmudi.com.ph,+63-272119518,"Fritz Simons; Co-Founder; fsimons@higcapital.com; http://linkedin.com/in/fritz-simons-a633785b; HIG Capital, PLIXXENT, Meyra Group, ex-Tirendo Holding, McKinsey. University of Oxford MA 2012, Harvard Business School MBA 2018
Stefan Haubold; Co-Founder; https://linkedin.com/in/shaubold; StreetScooter, ex-Mobimeo, Founder Carmatch, Co-Founder AlphaPet Ventures. University of Leipzig MA",fsimons@higcapital.com,"http://linkedin.com/in/fritz-simons-a633785b
https://linkedin.com/in/shaubold",http://www.linkedin.com/vsearch/p?f_CC=3764080,,,No,,,,,,,,,,,No,,carmudi.com,,,,,https://www.carmudi.com.ph,200,"ene. 16, 2021",https://linkedin.com/company/carmudi-philippines/about,http://twitter.com/carmudiph,,,https://tracxn.com/companies/SqDN219oT_NWdS51-JRjnzA84Wf4FSoM2w-xCEE3WXI/carmudi.com.ph,"feb. 25, 2016",,,,,,,,,53.90,,,"Consumer
Enterprise
Tech","Marketplace
SaaS
Software
Tech Hardware
Social Impact
Artificial Intelligence
Blockchain","Innovative
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit",0
121,Carmudi Indonesia,carmudi.co.id,Online listing platform for multi-category used vehicles,,2013,Jakarta,Jakarta,Indonesia,Yes,"45,000,000",1/24/2018,$10M,"10,000,000",Acquired,603,Yes,icarasia.com,"sep. 19, 2019",2019,"3,000,000",Business Acquisition,No,4,"jun. 24, 2020",,,,"Consumer
Auto Tech
Retail
Unbundling of Craigslist","Auto E-Commerce & Content
Second Hand Goods","Auto E-Commerce & Content > Second Hand Vehicles > Multi Category > Listings
Second Hand Goods > Auto > Horizontal > B2C > Listings","Tengelmann Ventures
HV Capital
The Asia Pacific Internet Group
Rocket Internet",,"Carmudi is an online listing platform for multi-category used vehicles. It enables users to find or advertise new/used vehicles across categories including cars, bikes, and commercial vehicles. It also provides users with the latest industry news, car reviews, car buying tips, automotive events & other content. Their app is available for Android & iOS devices.",Indonesia,customer.service@carmudi.co.id,"+62-2180681265
+62-8127989983","Stefan Haubold; Co-Founder; https://linkedin.com/in/shaubold; StreetScooter, ex-Mobimeo, Founder Carmatch, Co-Founder AlphaPet Ventures. University of Leipzig MA
Wouter Van Der Kolk; Co-Founder & MD; wouter@youvit.co.id; http://linkedin.com/in/wouter-van-der-kolk-46775625; Co-Founder YOU, ex-Rocket Internet, RKSV Albertus Magnus. University of Groningen BSc 2010, Erasmus University Rotterdam MSc
Erwin Sikma; Co-Founder; http://linkedin.com/in/erwinsikma; Founder Impact Terra, EuroCham Myanmar, Founder Myanmar Heritage Properties, ex-Founder Rocket Internet, McKinsey & Company, Kempen & Co. University of Twente  2008
Fritz Simons; Co-Founder; http://linkedin.com/in/fritz-simons-a633785b; H.I.G. Capital, PLIXXENT, ex-Tirendo Holding. University of Oxford MA 2012, Harvard Business School MBA 2018",wouter@youvit.co.id,"https://linkedin.com/in/shaubold
http://linkedin.com/in/wouter-van-der-kolk-46775625
http://linkedin.com/in/erwinsikma
http://linkedin.com/in/fritz-simons-a633785b",http://www.linkedin.com/vsearch/p?f_CC=3642495,,,No,,,,,,,,,,,No,,carmudi.com,,,,,https://www.carmudi.co.id,200,"ene. 15, 2021",http://linkedin.com/company/carmudi-indonesia,https://twitter.com/carmudi_id,https://facebook.com/carmudiid,http://carmudi.co.id/journal/blog,https://tracxn.com/companies/x9LpHBzu5g_pLDCx7EIPp9aQ5uq1rQUqXb3Em1BQ4AE/carmudi.co.id,"feb. 25, 2016",,,,,,,,,50.91,,,"Consumer
Enterprise
Tech","Marketplace
SaaS
Software
Tech Hardware
Social Impact
Artificial Intelligence
Blockchain","Innovative
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit",0
1319,Hologryph,hologryph.com,Provider of services for gaming,,2016,Lviv,Lvivska Oblast,Ukraine,No,,NA,,,Acquired,,Yes,tinybuild.com,"nov. 27, 2020",2020,"3,000,000",Business Acquisition,No,,,,,,,,,,,,Ukraine,,,Maksym Khrapai; CEO; https://linkedin.com/in/maksym-khrapai-36b579a0,,https://linkedin.com/in/maksym-khrapai-36b579a0,,,,No,,,,,,,,,,,No,,,,,,,https://www.hologryph.com,200,"ene. 29, 2021",,,https://facebook.com/hologryph-143722919663214,,https://tracxn.com/companies/0y3NJ1lQSwfN5yCMF3oQu7ELAn6llgGJUt6v2AN3mY4/hologryph.com,"dic. 02, 2020",,,,,,,,,12.14,,,,,"Consumer
Enterprise
Marketplace
SaaS
Tech
Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
1299,PGK Digital,pgkdigital.com,Provider of outdoor advertising services,,2020,Singapore,Singapore,Singapore,No,,NA,,,Acquired,,Yes,revezcorp.com,"oct. 27, 2020",2020,"2,940,340",Business Acquisition,No,,,,,,Business Services,Marketing Services,Marketing Services > Advertising Agencies > Outdoor Advertising,,,,Singapore,info@pgkdigital.com,+65-68663280,Giulio Dorrucci; Founder & CEO; https://linkedin.com/in/giuliodorrucci,,https://linkedin.com/in/giuliodorrucci,,,,No,,,,,,,,,,,No,,,,,,,https://www.pgkdigital.com,200,"ene. 09, 2021",,,https://facebook.com/pgkdigital,,https://tracxn.com/companies/vXnMPlEsUyY0NSF_x7QJ5zNZUHw4XWdbLyznJDRB9r0/pgkdigital.com,"oct. 30, 2020",,,,,,,,,12.15,,,,,"Consumer
Enterprise
Marketplace
SaaS
Tech
Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
709,Vidi,vidi.co,Online platform for booking personalized holiday packages,,2015,Kuala Lumpur,Kuala Lumpur,Malaysia,Yes,"2,600,000",NA,,,Acquired,,Yes,airasia.com,"may. 08, 2018",2018,"2,914,480",Business Acquisition,No,3,"jun. 20, 2020",,,,"Consumer
Travel and Hospitality Tech",Online Travel,Online Travel > Holiday Packages > Online Agency > Personalized,Netrove,,"Vidi (formerly Touristly) is an online platform for booking personalized holiday packages from local businesses. Users can customize holiday packages by selecting (& thereby adding it to itineraries) restaurants, tours, attractions, events, accommodations, flights, and more (from partnered travel service providers like AirAsia, Rokki, Tune Hotels, Tune Group, etc) in Asia-pacific region. Subsequently, users can book the customized holidays. The platform is free to use for travelers and charges a commission from the local businesses. Air Asia acquired a 50% stake in April 2017. The company is also the recipient of Cradle Fund’s CIP500 Grant.",Malaysia,,,Aaron Sarma; Founder & CEO; aaron@vidi.co; http://linkedin.com/in/aaronsarma; Ex- CEO Vidi.,"aaron@vidi.co
aaron@scaleup.my",http://linkedin.com/in/aaronsarma,http://www.linkedin.com/vsearch/p?f_CC=3690474,,,No,,,,,,,,,,,No,,,,,,,https://www.vidi.co,404,"ene. 27, 2021",http://linkedin.com/company/real-herring-malaysia-sdn-bhd,http://twitter.com/getvidi,http://facebook.com/getvidi,,https://tracxn.com/companies/TWHv1qjpxASZs-hEauEMSrvIcc7qII5yArxpNUukUYQ/vidi.co,"may. 21, 2018",,,,,,,,,27.14,,,"Tech
Consumer
Marketplace","Enterprise
SaaS","Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
76,Inzen Studio,inzenstudio.com,Mobile based game developer,,2012,Singapore,Singapore,Singapore,Yes,"1,270,000",11/26/2014,$717K,"717,288",Acquired,664,Yes,icandy.io,"sep. 20, 2016",2016,"2,854,060",Business Acquisition,No,,,,,,"Mobile
Gaming",Mobile Gaming,Mobile Gaming > Game Developers > Casual > Multi Genre,"Incubasia Ventures
Incubate Fund
GMGC
Hatcher+",,Inzen studio is a Singapore based game developer which develops games which have a humorous and quirky face. The company intends to make a dent on Chinese game market and for that it has established an office in Beijing.,Singapore,,,Gerald Tock; Founder; gerald@inzenstudio.com; http://linkedin.com/in/geraldtock; University of Adelaide,gerald@inzenstudio.com,http://linkedin.com/in/geraldtock,http://www.linkedin.com/vsearch/p?f_CC=2753390,,,No,,,,,,,,,,,No,,,,,,,https://www.inzenstudio.com,503,"ene. 13, 2021",http://linkedin.com/company/inzen-studio,http://twitter.com/inzenstudio,http://facebook.com/inzenstudio,http://inzenstudio.com/unicorn-nest,https://tracxn.com/companies/rAhfdptlxU8rXJKbKwGnVad5YKN4v48nHs-gx1dC8IM/inzenstudio.com,"jul. 07, 2017",,,,,,,,,54.40,,,"Tech
Consumer",Enterprise,"Marketplace
SaaS
Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
314,mobil123.com,mobil123.com,Indonesia-based car classified platform,,2012,Jakarta,,Indonesia,No,,NA,,,Acquired,,Yes,icarasia.com,"may. 14, 2012",2012,"2,806,440",Business Acquisition,No,,,,,,"Consumer
Auto Tech
Retail
Unbundling of Craigslist","Auto E-Commerce & Content
Second Hand Goods","Auto E-Commerce & Content > Second Hand Vehicles > Cars > Listings
Second Hand Goods > Auto > Cars > B2C > Listings",,,"Mobil123 is an Indonesia-based car classified platform. The platform provides listing for new as well as used cars and two-wheelers. The company, which was previously owned by property portal iProperty Group, was acquired by Malaysia's iCar Asia in 2012.",Indonesia,marketing@mobil123.com,,,,,,,,No,,,,,,,,,,,No,,,,,,,https://www.mobil123.com,200,"ene. 13, 2021",https://linkedin.com/company/mobil123/about,http://twitter.com/mobil123dotcom,http://facebook.com/mobil123,,https://tracxn.com/companies/DwZVq1cZmuIZonqV_MbgT2pWAJZle-IEugB-OSq2s1E/mobil123.com,"oct. 19, 2016",,,,,,,,,41.00,,,"Consumer
Tech","Enterprise
Marketplace
SaaS","Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
701,Skkyn,skkyn.com,Online platform to book on-demand car wash & detailing services,,2017,Dubai,Dubai,United Arab Emirates,No,,NA,,,Acquired,,Yes,mysyara.com,"dic. 22, 2019",2019,"2,800,000",Business Acquisition,No,2,"sep. 11, 2019",,,,"Consumer
Auto Tech
Consumer
Unbundling of Craigslist","Auto E-Commerce & Content
Local Services","Auto E-Commerce & Content > Aftermarket Service > Washing and Detailing
Local Services > Auto Services > Car Wash",,,Skkyn is an online platform to book on-demand car wash & detailing service. Users are allowed to book by providing location & service needed on the app. Users can confirm the booking by paying via cash or credit card & a professional will arrive at the user's location to provide the service. Offers subscription packages for recurring users. Their app is available for Apple & Android devices.,United Arab Emirates,support@skkyn.com,+971-45647063,"Renjith Krishna; CEO; renjith@skkyn.com; https://linkedin.com/in/renjith-krishna-b1075b65; Ex- Founder Imagination Digital Marketing Consult, Etisalat, Borderless Access Panels, Global Survey. Amrita University 2010, Krupanidhi School of Management 2014",renjith@skkyn.com,https://linkedin.com/in/renjith-krishna-b1075b65,,,,No,,,,,,,,,,,No,,,,,,,https://www.skkyn.com,200,"ene. 24, 2021",https://linkedin.com/company/theskkynapp/about,https://twitter.com/theskkynapp,https://facebook.com/theskkynapp,,https://tracxn.com/companies/gGqq_DFDYggT7kZMidWCG2hwgFLh3oenCYG8sdV47nY/skkyn.com,"sep. 10, 2019",,,,,,,,,27.32,,,"Tech
Consumer","Enterprise
Marketplace
SaaS
Software
Tech Hardware
Social Impact
Artificial Intelligence
Blockchain","Innovative
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit",0
1178,Alchemist Codes,alcodes.net,Provides software & mobile app development and database services,,2018,Puchong,Selangor,Malaysia,No,,NA,,,Acquired,,Yes,aiqhub.com,"mar. 26, 2020",2020,"2,720,680",Business Acquisition,No,,,,,,Business Services,IT Services,IT Services > Suite,,,,Malaysia,,,,,,,,,No,,,,,,,,,,,No,,,,,,,https://alcodes.net/,200,"ene. 31, 2021",,,,,https://tracxn.com/companies/2HhzzjvLfDBJ34xYcQAoDmSviqpohUWQkmbocMDSwu8/alcodes.net,"sep. 18, 2019",,,,,,,,,14.61,,,,,"Consumer
Enterprise
Marketplace
SaaS
Tech
Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
705,MYPAY,mypay.com.mm,Mobile money transfer app via messaging apps.,,2015,Yangon,Yangon Region,Myanmar,Yes,,NA,,,Acquired,,Yes,mysquar.com,"jun. 20, 2018",2018,"2,639,730",Business Acquisition,No,3,"jun. 21, 2020",,,,FinTech,Payments,Payments > Consumer Payments > Vertical Payments > Conversational Payment,Golden Equator Capital,,Mypay is mobile money wallet app that allows users to load and withdraw money via agent locations whilst allows to transfer money among friends and family via the Myanmar-bassed social messaging app - MYSQUAR. The agent locations allow deposit and cash withdrawal from the wallet. The wallet service is in partnership with white-label wallet solution provider - Cellum.,Myanmar,info@mypay.com.mm,,,,,,,,No,,,,fastacash.com,,,,,,,No,,,,,,,http://www.mypay.com.mm,200,"ene. 20, 2021",https://www.linkedin.com/company/10403489,http://twitter.com/mypay_myanmar,,,https://tracxn.com/companies/9ya0sEecnCF_RjAPNivGP9PeF91aFxW17AcUXMuLkRY/mypay.com.mm,"ene. 15, 2020",,,,,,,,,27.21,,,"Consumer
Tech","Enterprise
Marketplace
SaaS","Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
1067,Mind Services,mindservices.com.br,IT solution consulting and services,,2013,Sao Paulo,,Brazil,No,,NA,,,Acquired,,Yes,reply.com,"nov. 21, 2013",2013,"2,568,360",Business Acquisition,No,,,,,,,,,,,"Mind Services is a provider of IT services including consulting and advisory for IT solutions to the private sector, financial institutions, and governments. Services include IT application lifecycle management, development &amp; implementation, and operations outsourcing.",Brazil,,,"James Oleary; Co-Founder & Partner; http://linkedin.com/in/jamesoleary; ex- Partner Techedge & Scendant Consulting, Director General Motors, Accenture, DaimlerChrysler. Marist College BS, Purdue University - Krannert School of Management MBA 1989
Gianluca Di Stefano; Co-Founder & Partner; http://linkedin.com/in/gianluca-di-stefano-5b79464; ex- HP. Telecommunication 2015",,"http://linkedin.com/in/jamesoleary
http://linkedin.com/in/gianluca-di-stefano-5b79464",http://www.linkedin.com/vsearch/p?f_CC=308431,,,No,,,,,,,,,,,No,,,,,,,http://www.mindservices.com.br,400,"ene. 13, 2021",http://linkedin.com/company/mind-services,http://twitter.com/mindservices,,,https://tracxn.com/companies/fPk-8IYjnGRK3olU9ZvXF98BoOmHQj7VBa-JbbnnbCk/mindservices.com.br,"feb. 02, 2017",,,,,,,,,17.66,,,Enterprise,"Consumer
Marketplace
SaaS
Tech","Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
1018,Oya,oya.com.ng,Online-bus booking platform,,2013,Lagos,Lagos,Nigeria,Yes,,NA,,,Acquired,,Yes,wakanow.com,"dic. 24, 2015",2015,"2,500,000",Business Acquisition,No,,,,,,"Consumer
Travel and Hospitality Tech
Consumer
Auto Tech
Travel and Hospitality Tech","Online Travel
Road Transport Tech","Online Travel > Transportation > Bus > Online Agency
Road Transport Tech > Mass Transit > Bus > Intercity > Online Agency",L5Lab,,"Oya is an online-bus booking platform. Users can book bus tickets, car hire, cargo booking, and more on the platform. Users can book the service by providing location, passenger details, and more. It also offers mobile app for booking.",Nigeria,,,"Obinna Ogbodo; Co-Founder; obinna@oya.com.ng; http://linkedin.com/in/obinna-ogbodo-378a7780; Sixtuslimited, Oya, University of Nigeria",obinna@oya.com.ng,http://linkedin.com/in/obinna-ogbodo-378a7780,http://www.linkedin.com/vsearch/p?f_CC=5128938,,,No,,,,,,,,,,,No,,wakanow.com,,,,,http://oya.com.ng,-1,"ene. 13, 2021",http://linkedin.com/company/oya-com-ng,http://twitter.com/oyanigeria,,,https://tracxn.com/companies/Mt9WIVM0B5zqEonLGUCRDpMBNSFo83lvlkggp8X1DDc/oya.com.ng,"may. 13, 2016",,,,,,,,,18.83,,,"Tech
Consumer
Marketplace","Enterprise
Blockchain
SaaS
Software
Tech Hardware
Social Impact
Artificial Intelligence","Innovative
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit",0
446,Megafash,megafash.com,Marketplace for independent local brands in Singapore,,2013,Singapore,Singapore,Singapore,Yes,,NA,,,Acquired,,Yes,i-fashiongroup.com,"feb. 06, 2017",2017,"2,481,140",Business Acquisition,No,,,,,,"Retail
Covid-19",Horizontal E-Commerce,Horizontal E-Commerce > Marketplace,"East Ventures
Rimu Group",,"Megafash, launched in 2013 in Singapore, is an online marketplace, focusing exclusively on homegrown indie brands. The company started off as a fashion-focused platform and later expanded to include lifestyle and design products. Started with a subscription-based revenue model, the company has pivoted to commission-based model, taking 10 per cent on all sales. In 2014, the company's revenue was close to US$500k.",Singapore,,,"Jiawen Ngeow; Co-Founder & CEO; jiawen@megafash.com; http://linkedin.com/profile/view; Co-Founder- Grounded.Work, Asia Focus Group, Consentium, iFashion Group, Block Live Asia, ex- Blu Global Partners & Blu Brain Holdings, Co-Founder- Poached Magazine & Chic Kiss Love. National University of Singapore BA 2011",jiawen@megafash.com,http://linkedin.com/profile/view,http://www.linkedin.com/vsearch/p?f_CC=3988819,,,No,,,,,,,,,,,No,,,,,,,https://www.megafash.com,404,"ene. 17, 2021",http://linkedin.com/company/megafash-pte-ltd,http://twitter.com/megafashsg,,,https://tracxn.com/companies/1ZT0JtQa9rVRI9rmbNhP2XF3Qo8OvdxaZdtZcZdulT8/megafash.com,"feb. 05, 2016",,,,,,,,,35.61,,,"Marketplace
Tech
Consumer",Enterprise,"SaaS
Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
948,Ecertic,ecertic.com,Bio metrics based secure authentication solutions,,2015,Espana,Durango,Mexico,Yes,,NA,,,Acquired,,Yes,facephi.com,"ene. 31, 2020",2020,"2,204,380",Business Acquisition,No,3,"abr. 07, 2020",,,,Technology,Security & Surveillance Technology,Security & Surveillance Technology > PIAM > Biometrics System > Multi-modal Biometrics,Spain Tech Center,,"FacePhi provides biometrics-based secure authentication solutions. The product offers verification and authentication solutions in mobile and web applications. The features of the product include the prevention of phishing & identity theft, video detection, eye recognition, etc. It also provides facial authentication, voice recognition, and electronic signature recognition.",Mexico,,,"Javier Mira; CEO; jmira@facephi.com; http://linkedin.com/in/javier-mira-117a8916; Ex- Panama Jack, Loewe, Fujitsu Network Communications. Sophia University 2001, Elian's Dublin Ireland 1990.",jmira@facephi.com,http://linkedin.com/in/javier-mira-117a8916,,,,No,,,,,,,,,,,No,,,,,,,https://www.ecertic.com,200,"ene. 25, 2021",https://linkedin.com/company/ecertic/about,https://twitter.com/ecertic,,http://ecertic.com/blog,https://tracxn.com/companies/VOWE638xqGnDseSru716ZGGMIVqE8RMW5hklgeiZIS8/ecertic.com,"abr. 01, 2020",,,,,,,,,20.40,,,"Tech
Enterprise
Software","Consumer
Marketplace
SaaS
Tech Hardware
Social Impact
Artificial Intelligence
Blockchain","Innovative
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit",0
351,Clever Taxi,clevertaxi.com,On-demand taxi hailing app,,2012,Bucharest,Bucuresti,Romania,Yes,,NA,,,Acquired,,Yes,mytaxi.com,"abr. 01, 2017",2017,"2,200,160",Business Acquisition,No,3,"jul. 24, 2019",,,,"Consumer
Auto Tech
Travel and Hospitality Tech",Road Transport Tech,Road Transport Tech > Ride Hailing > Cars > Taxi > Intracity > Aggregator,,,"CleverTaxi is an on-demand nd taxi booking app. The company aggregates drivers through a mobile-based platform and provides them with location-based jobs. Users can request for a cab from their mobiles. Based on their location, nearest available drivers are assigned to them. The company claims their drivers are registered, background-checked personnel. CleverTaxi also provides plans specific for corporates, along with delivery services for local businesses. The company is present in 20 cities of Romania.",Romania,office@clevertaxi.com,+40-740269333,"Mihai Cosmin Rotaru; CEO; mihai@clevertaxi.com; http://linkedin.com/in/mcrotaru; TechAngels, Code5, ex- Founder- Clever Taxi & Squeeqly, Cyrom Technologies. University POLITEHNICA of Bucharest 2011",mihai@clevertaxi.com,http://linkedin.com/in/mcrotaru,http://www.linkedin.com/vsearch/p?f_CC=1947472,,,No,,,,,,,,,,,No,,,,,,,http://www.clevertaxi.com,301,"ene. 15, 2021",http://linkedin.com/company/clever-taxi,http://twitter.com/clevertaxi,http://facebook.com/clevertaxi,,https://tracxn.com/companies/pZfPLKERkj6SxsJLBRk0FhePp51Rmrg5QewR3mmvt20/clevertaxi.com,"jul. 11, 2017",,,,,,,,,39.39,,,"Consumer
Enterprise
Marketplace
Tech",SaaS,"Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
218,AutoDeal,autodeal.com.ph,Connects auto dealers with buyers,,2014,Makati,National Capital Region,Philippines,Yes,"2,940,000",5/7/2017,$2M,"2,340,000",Acquired,958,Yes,frontierdv.com,"dic. 21, 2019",2019,"2,200,000",Business Acquisition,No,,,,,,"Consumer
Auto Tech
Retail
Unbundling of Craigslist","Auto E-Commerce & Content
Second Hand Goods","Auto E-Commerce & Content > Second Hand Vehicles > Cars > Listings
Second Hand Goods > Auto > Cars > B2C > Listings","Future Now Ventures
Frontier Digital Ventures",,"Autodeal is Philippines based portal over which car buyers can connect with dealers, get prices, compare various products and search through car promos. It gets its revenue from lead-generation subscriptions with vehicle manufacturers, independent dealers and Philippine banks.",Philippines,,,Daniel Scott; Co-founder; daniel@autodeal.com.ph; http://linkedin.com/in/danielscott4,"daniel@autodeal.com.ph
daniel@sirqo.com",http://linkedin.com/in/danielscott4,http://www.linkedin.com/vsearch/p?f_CC=3712108,,,No,,,,,,,,,,,No,,,,,,,https://www.autodeal.com.ph,200,"ene. 16, 2021",http://linkedin.com/company/autodeal-com-ph,http://twitter.com/autodealph,,,https://tracxn.com/companies/d9sOEl5UI7OnDp2hzyyHogPB9PK20h02XLjOaZuae5U/autodeal.com.ph,"feb. 25, 2016",,,,,,,,,45.56,,,"Consumer
Tech","Enterprise
Marketplace
SaaS","Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
1109,Be3D,be3d.cz,Dual Nozzle printers for home and professional use,,2012,Prague,Hlavni Mesto Praha,Czech Republic,Yes,"400,000",1/1/2013,$400K,"400,000",Acquired,674,Yes,ysoft.com,"nov. 06, 2014",2014,"2,160,620",Business Acquisition,No,,,,,,Technology,3D Printing,3D Printing > Hardware > 3D Printers > Desktop > Technology based > Fused Deposition Modelling (FDM),,,"Be3D produces two grades of FDM-based printers - DeeGreen and DeeReed for home users and professionals respectively. It has a dual nozzle  system enabling to print 2 materials / colors at once. Their 3D printers have been used on projects by Skoda Auto, Microsoft, Adobe and autodesk etc. They were incubated by Czech Technical University and won the Czech accelerator program (2010-2014). During the event organized by this program, they have met with the owners of Y-soft and that lead to Y-soft subsequently investing in majority of Be3D stakes.",Czech Republic,,,"David Miklas; Founder & CEO; david.miklas@be3dprinters.com; http://linkedin.com/in/miklasdavid; ex - Founder & CEO of DO-IT s.r.o., and Tisknu3D",david.miklas@be3dprinters.com,http://linkedin.com/in/miklasdavid,http://www.linkedin.com/vsearch/p?f_CC=5089862,,,No,,,,,,,,,,,No,,,,,,,http://be3d.cz,-1,"ene. 11, 2021",https://www.linkedin.com/company/be3d-cz,http://twitter.com/be3d_cz,http://facebook.com/be3d.cz,,https://tracxn.com/companies/giBV9JXkKjI9d2neetyJw8XWCH3haIYo5wQud3b7FOU/be3d.cz,"ago. 03, 2015",,,,,,,,,16.49,,,Tech,SaaS,"Consumer
Enterprise
Marketplace
Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
