company_permalink,company_name,company_category_list,company_country_code,company_state_code,company_region,company_city,funding_round_permalink,funding_round_type,funding_round_code,funded_at,raised_amount_usd
/organization/alldigital,AllDigital,Analytics|Android|Data Security|Digital Rights Management|iOS|Security|Video on Demand|Video Streaming,USA,CA,Anaheim,Irvine,/funding-round/c04126c12c6a1807103b9a71ab1c1c4c,venture,,2011-11-08,762704
/organization/alldigital,AllDigital,Analytics|Android|Data Security|Digital Rights Management|iOS|Security|Video on Demand|Video Streaming,USA,CA,Anaheim,Irvine,/funding-round/c2a188a3ec09861563d474314f87078a,venture,,2014-02-12,637500
/organization/alldigital,AllDigital,Analytics|Android|Data Security|Digital Rights Management|iOS|Security|Video on Demand|Video Streaming,USA,CA,Anaheim,Irvine,/funding-round/d74eb9df77e86de64eebce7fab70440d,convertible_note,,2014-12-12,750000
/organization/alleantia,Alleantia,Industrial Automation|Industrial Energy Efficiency|Internet of Things|Smart Building|Smart Grid,ITA,16,Pisa,Pisa,/funding-round/116b843d420b220329ac1e14db3f7cbe,angel,,2013-06-01,182119
/organization/alleantia,Alleantia,Industrial Automation|Industrial Energy Efficiency|Internet of Things|Smart Building|Smart Grid,ITA,16,Pisa,Pisa,/funding-round/360f53a4fdf4215313c206ebab949c2e,seed,,2011-07-01,86888
/organization/alleantia,Alleantia,Industrial Automation|Industrial Energy Efficiency|Internet of Things|Smart Building|Smart Grid,ITA,16,Pisa,Pisa,/funding-round/3e3e7b8020b72543c8312d0474033c2a,seed,,2015-09-10,
/organization/alleantia,Alleantia,Industrial Automation|Industrial Energy Efficiency|Internet of Things|Smart Building|Smart Grid,ITA,16,Pisa,Pisa,/funding-round/4b85cc2ecb8a8a1b72ba2a21085919ee,seed,,2011-06-13,270000
/organization/allecra-therapeutics,Allecra Therapeutics,Biotechnology,FRA,A9,FRA - Other,Saint-louis-et-parahou,/funding-round/47f224532b42a947465f303501a438b6,venture,A,2013-04-18,19567500
/organization/allegheny-general-hospital,Allegheny General Hospital,Health Care,USA,IL,Chicago,Chicago,/funding-round/099c0128cda66663606129119a6b9274,grant,,2014-03-24,1000000
/organization/allegheny-general-hospital,Allegheny General Hospital,Health Care,USA,IL,Chicago,Chicago,/funding-round/57194e5223d93c176a68fe4209088253,grant,,2014-01-21,415000
/organization/allegiance,Allegiance (now MaritzCX),Data Mining|Software|Surveys,USA,UT,Salt Lake City,South Jordan,/funding-round/18d690d68cfcaf9eee9cafe08822a212,venture,B,2011-06-23,12000000
/organization/allegiance,Allegiance (now MaritzCX),Data Mining|Software|Surveys,USA,UT,Salt Lake City,South Jordan,/funding-round/349e77c6dd168b5054361bb93c61d34b,venture,,2013-01-17,14154370
/organization/allegiance,Allegiance (now MaritzCX),Data Mining|Software|Surveys,USA,UT,Salt Lake City,South Jordan,/funding-round/839dd6c9f71036bfbf58c43a5ab6d187,venture,,2007-04-25,5700000
/organization/allegiance,Allegiance (now MaritzCX),Data Mining|Software|Surveys,USA,UT,Salt Lake City,South Jordan,/funding-round/9f401da08239678cec2130066ec385a5,venture,A,2007-01-01,5600000
/organization/allegiance,Allegiance (now MaritzCX),Data Mining|Software|Surveys,USA,UT,Salt Lake City,South Jordan,/funding-round/a93a2b59b045e86f8987db8ec0ab511b,venture,,2014-02-04,19807905
/organization/allegiance-health-foundation,Allegiance Health Foundation,Health and Wellness,USA,MI,Lansing,Jackson,/funding-round/5cb138d317630c777cf42733333e1b90,grant,,2014-02-12,157000
/organization/allegorithmic,Allegorithmic,Software,FRA,98,Clermont-ferrand,Clermont-ferrand,/funding-round/604bc2e656ad7c5592870af1cb418e9c,venture,B,2010-07-15,1940000
/organization/allegory-law,Allegory Law,Legal,USA,NY,New York City,New York,/funding-round/3783a46223c73ebd363a1aa508452e0f,seed,,2013-03-27,550000
/organization/allegory-law,Allegory Law,Legal,USA,NY,New York City,New York,/funding-round/40a60918875755a8aadff774c34c1d13,venture,,2015-05-19,452775
/organization/allegro-development-corporation,Allegro Development Corporation,Software,USA,TX,Dallas,Dallas,/funding-round/4cb908616e2a09468e1a5b0160235f5a,venture,A,2008-01-31,
/organization/allegro-diagnostics,Allegro Diagnostics,Biotechnology|Health Diagnostics,USA,MA,Boston,Maynard,/funding-round/83492e49bf6cc0d612866b91fa5f50b6,venture,A,2011-07-07,5400000
/organization/allegro-networks,Allegro Networks,Application Platforms|Internet|Services,USA,CA,SF Bay Area,San Jose,/funding-round/e2c35bf4ea04c31d391743ff13de3c65,venture,B,2002-02-04,60000000
/organization/allegro-networks,Allegro Networks,Application Platforms|Internet|Services,USA,CA,SF Bay Area,San Jose,/funding-round/e663536201b178a622f2b95ac327f92c,venture,,2001-10-04,50000000
/organization/allegro-ophthalmics,Allegro Ophthalmics,Biotechnology,USA,CA,"Orange County, California",San Juan Capistrano,/funding-round/b734c071a5a7d2b8c9719a213b3f300e,venture,,2015-01-13,20000000
/organization/allegro-ophthalmics,Allegro Ophthalmics,Biotechnology,USA,CA,"Orange County, California",San Juan Capistrano,/funding-round/e525b170ffb050d77cd150d8e27538ca,grant,,2015-02-03,2000000
/organization/allele-biotech,Allele Biotech,Biotechnology,USA,CA,San Diego,San Diego,/funding-round/79a081ed8d0ab325147ceab41a6844ac,venture,A,2014-09-24,7000000
/organization/allen-brothers,Allen Brothers,Hospitality,USA,IL,Chicago,Chicago,/funding-round/f6874e06e5243532a715246306f2141f,venture,,2010-01-06,7100000
/organization/allen-institute-for-brain-science,Allen Institute for Brain Science,Search,USA,WA,Seattle,Seattle,/funding-round/6999bad774f7ea68dc0901585bf58077,grant,,2014-09-30,4750000
/organization/allen-learning-technologies,Allen Learning Technologies,Software,USA,MN,Minneapolis,Saint Paul,/funding-round/9467c57912f78daa6c85e31a1e9be0aa,venture,,2009-04-27,1200000
/organization/allen-technologies,Allen Technologies,Hospitality,USA,TX,Austin,Austin,/funding-round/8faa943cbbef4517a331ed34c3f62aaf,venture,,2005-01-13,5000000
/organization/allen-tours-inc,Allen Tours,Transportation,USA,NY,New York City,Brooklyn,/funding-round/e27f57e42ef09493db37eec60b0ac266,equity_crowdfunding,,2013-08-14,
/organization/allena-pharmaceuticals,Allena Pharmaceuticals,Biotechnology,USA,MA,Boston,Newton,/funding-round/42134e032ad6cf1fdb03124080a6dc2a,venture,B,2014-12-04,25000000
/organization/allena-pharmaceuticals,Allena Pharmaceuticals,Biotechnology,USA,MA,Boston,Newton,/funding-round/e6bf0d721724e3e94ae55fd837ab975a,venture,A,2011-11-16,15000000
/organization/allergease,AllergEase,Biotechnology,USA,VA,Roanoke,Danville,/funding-round/9dd51b530aa2a6e43f9972d34c45d656,debt_financing,,2014-04-07,1080959
/organization/allergen-research-corporation,Allergen Research Corporation,Hospitality,USA,CA,SF Bay Area,San Mateo,/funding-round/1737f3e135df9091e19c694561f4533b,venture,A,2013-11-21,17000000
/organization/allergen-research-corporation,Allergen Research Corporation,Hospitality,USA,CA,SF Bay Area,San Mateo,/funding-round/5ccb2e355ce42e2a54fd1e357a5e69a2,venture,B,2015-03-12,80000000
/organization/allergy-therapeutics,Allergy Therapeutics,Healthcare Services|Medical|Medical Professionals,GBR,P6,London,Worthing,/funding-round/f1497f30611255678965b55f45b359d2,post_ipo_equity,,2015-03-12,30000000
/organization/allete-therapeutic-solutions,Allete Therapeutic Solutions,Medical,USA,CA,SF Bay Area,San Francisco,/funding-round/2d509b5aae4c0c5091bcb9e60def6c86,equity_crowdfunding,,2015-07-06,
/organization/allewin-technologies,AlleWin Technologies,,,,,,/funding-round/17957ffe6bcb63e662823a2b6522b312,venture,A,2006-12-12,750000
/organization/alley-report,AlleyMag,Apps|Business Services|Cyber Security|Education|Events|Fashion|Finance|Gadget|Games|Internet Marketing|Internet of Things|Legal|Lifestyle|Media|Music|News|Politics|Reviews and Recommendations|Social Media|Startups|Technology|Venture Capital,USA,NY,New York City,New York,/funding-round/f4a1e4040dfa51e31b89198492fbe41b,seed,,2015-01-01,150000
/organization/alleynyc,AlleyNYC,Business Development|Development Platforms|Entrepreneur,USA,NY,New York City,New York,/funding-round/d440e9f5b0e976fe6c383d764477c037,venture,,2015-02-20,16000000
/organization/alleys-wonderlab-inc,"Alleys Wonderlab, Inc.",Maps|Navigation|Travel & Tourism|Video,KOR,11,Seoul,Seoul,/funding-round/f8ac0377f1c385fc850e9b91114ec1fa,seed,,2015-08-25,600000
/organization/alleys-wonderlab-inc,"Alleys Wonderlab, Inc.",Maps|Navigation|Travel & Tourism|Video,KOR,11,Seoul,Seoul,/funding-round/fc07b3b31594e331d8c3642c2084251a,seed,,2015-07-24,100000
/organization/alleywatch,AIIeyWatch,Employment|Media|News|Publishing|Startups|Training|Venture Capital,USA,NY,New York City,New York,/funding-round/ad244ca9a8e5b4a33d1957548074feb2,seed,,2012-10-15,40000
/organization/allfanart,"CoomUp, Inc.",Art|Communities|E-Commerce|Online Shopping,KOR,11,Seoul,Seoul,/funding-round/425430122c264f5672740b34ce8039a7,grant,,2013-07-01,
/organization/allfreed,AllFreed,Apps|E-Commerce|Retail,,,,,/funding-round/e544ff512e049574fa11c010684ee306,seed,,2013-06-01,47917
/organization/allgreenup,allGreenup,Discounts|Environmental Innovation|Recycling|Renewable Energies,CHL,12,Santiago,Las Condes,/funding-round/b2bd26c503a8658acaf7fede0912ae0d,angel,,2013-08-01,300000
/organization/allgreenup,allGreenup,Discounts|Environmental Innovation|Recycling|Renewable Energies,CHL,12,Santiago,Las Condes,/funding-round/c5bdff3f2c806d9fae33c29f7c2888bc,product_crowdfunding,,2014-09-02,15003
/organization/allgreenup,allGreenup,Discounts|Environmental Innovation|Recycling|Renewable Energies,CHL,12,Santiago,Las Condes,/funding-round/c74574de994dc348023db9603d4d093e,seed,,2014-06-01,40000
/organization/allgäu-outlet,Allgäu Outlet,Fashion,DEU,2,DEU - Other,Sonthofen,/funding-round/49e8a9b54ed19c8505ca92dc031a8e9c,venture,,2015-03-17,1400000
/organization/alliance-card,Alliance Card,Gift Card|Loyalty Programs|Sales and Marketing|Software,USA,MN,Minneapolis,Burnsville,/funding-round/477b8ca56ed6d9edba36b95375ad3853,debt_financing,,2008-11-07,600000
/organization/alliance-commercial-realty,Alliance Commercial Realty,Real Estate,USA,PA,Harrisburg,York,/funding-round/7dff26783336d739c3b922c11a5c00aa,convertible_note,,2014-03-08,
/organization/alliance-entertainment,Alliance Entertainment,Software,USA,FL,Ft. Lauderdale,Sunrise,/funding-round/39308fbddd75402abdd20cce3919c07b,venture,,1999-12-10,10000000
/organization/alliance-health-networks,Alliance Health Networks,Health Care,USA,UT,Salt Lake City,Logan,/funding-round/52317cf042684e527c46218bd112e7b2,venture,C,2009-09-16,3300000
/organization/alliance-health-networks,Alliance Health Networks,Health Care,USA,UT,Salt Lake City,Logan,/funding-round/7a41a2ae5c7057373c503c56c5c9e1ce,venture,,2011-06-01,11000000
/organization/alliance-medical-corporation,Alliance Medical Corporation,Industrial|Mechanical Solutions,USA,AZ,Phoenix,Phoenix,/funding-round/b3fd98f261873a983da92a25b02eed39,venture,E,2002-11-25,7300000
/organization/alliance-of-angels,Alliance of Angels,,USA,WA,Seattle,Seattle,/funding-round/f5bdf71c6125e37f2e398bbd40f949a1,seed,,2015-01-20,6600000
/organization/alliant-resources-group,Alliant Resources Group,Distribution|Financial Services|Insurance,USA,CT,Hartford,Stamford,/funding-round/d61b9ec78533b2274b469c8a06383229,venture,,2001-06-06,65000000
/organization/allied-aerofoam-product,Allied Aerofoam Product,,USA,FL,Tampa,Tampa,/funding-round/4893dd13986e5e7aee737b5c4b928929,undisclosed,,2015-05-20,
/organization/allied-digital-services,Allied Digital Services,Consulting,IND,16,Mumbai,Mumbai,/funding-round/e26652632254f4b0a8400d149a203cd1,venture,,2010-09-28,175000
/organization/allied-fiber,Allied Fiber,Mobile,USA,NY,New York City,New York,/funding-round/d03c49a92c7ffc6516af38c9c92339c7,venture,,2010-05-17,8000000
/organization/allied-industrial-corporation,Allied Industrial Corporation,Manufacturing,USA,VA,Roanoke,Roanoke,/funding-round/b0a10e528d60f7fdc351a1a32ba1116f,equity_crowdfunding,,2013-11-15,
/organization/allied-pacific-sports-network,Allied Pacific Sports Network,Internet|Mobile|Sports|Video Streaming,HKG,,Hong Kong,Hong Kong,/funding-round/677eaf2b678c5cf8bd546dd558083a3f,venture,A,2010-01-01,7000000
/organization/allied-payment-network,Allied Payment Network,Finance,USA,IN,Fort Wayne,Fort Wayne,/funding-round/10f90d513d685c22bd0545d3f63559c2,venture,,2013-06-28,243500
/organization/allied-payment-network,Allied Payment Network,Finance,USA,IN,Fort Wayne,Fort Wayne,/funding-round/b8767f44dd04d8f6503813f6d6b72a41,venture,,2013-02-11,500000
/organization/allied-payment-network,Allied Payment Network,Finance,USA,IN,Fort Wayne,Fort Wayne,/funding-round/d89b0a46275392af7d7ba80399462357,venture,,2014-01-09,715286
/organization/allied-plastics-holdings,Allied Plastics Holdings,Specialty Chemicals,USA,NY,New York City,Long Island City,/funding-round/a8588d8d40d9de35188a2fbe8b6e9fa7,debt_financing,,2007-06-26,4000000
/organization/allied-resource-corporation,Allied Resource Corporation,Clean Technology,USA,PA,Philadelphia,Wayne,/funding-round/8577e95efad7bbd9d52b99189212a5ee,private_equity,,2008-06-09,53000000
/organization/allied-urological-services,Allied Urological Services,Health and Wellness,USA,NY,New York City,New York,/funding-round/a26cd9a189a80a8a38d12be14d8ee067,venture,,2010-01-05,118125
/organization/alliedpath,AlliedPath,Biotechnology|Health Diagnostics,USA,CA,San Diego,San Diego,/funding-round/e87a9e72a542e623610c96b1a79c10f8,debt_financing,,2010-05-21,490000
/organization/alligator-bioscience,Alligator Bioscience,Biotechnology,,,,,/funding-round/a93aacc9f0f5fc5a3c332551fbfdda60,venture,,2007-05-29,7443779
/organization/allihub,Allihub,Clean Technology|Internet|Local Businesses,USA,CA,SF Bay Area,Mountain View,/funding-round/9ca95ed43fd8290c81c7548269c3427f,venture,,2013-04-01,1700000
/organization/allin-corporation,Allin corporation,Digital Signage|Information Technology|Mobile,USA,PA,Pittsburgh,Pittsburgh,/funding-round/203d8a49b8562769f5f85724f4feb0b6,venture,,2014-03-07,1000000
/organization/allin-corporation,Allin corporation,Digital Signage|Information Technology|Mobile,USA,PA,Pittsburgh,Pittsburgh,/funding-round/34e0e3a6e45ba112af8313d97f0a341d,seed,,2013-08-29,2000000
/organization/allin-corporation,Allin corporation,Digital Signage|Information Technology|Mobile,USA,PA,Pittsburgh,Pittsburgh,/funding-round/3ad9c2ebb952436115c8695eb2bc2dc9,venture,,2014-11-05,2000000
/organization/allin-corporation,Allin corporation,Digital Signage|Information Technology|Mobile,USA,PA,Pittsburgh,Pittsburgh,/funding-round/4c0b61ffbff2ba35be365c5e77ee69a6,venture,,2015-07-29,2000000
/organization/allin-corporation,Allin corporation,Digital Signage|Information Technology|Mobile,USA,PA,Pittsburgh,Pittsburgh,/funding-round/517ab55f9864a341a6bc905bcf2278a4,venture,,2015-03-13,2000000
/organization/allin-corporation,Allin corporation,Digital Signage|Information Technology|Mobile,USA,PA,Pittsburgh,Pittsburgh,/funding-round/bd2c8c29a8a161ab8cf84d697e4f4585,venture,,2014-06-20,3000000
/organization/allinea-software,Allinea Software,Software,GBR,P3,Warwick,Warwick,/funding-round/6df0463bcca16eebc5278808a10271ed,venture,,2009-10-07,643000
/organization/alliqua,Alliqua,Biotechnology|Health Diagnostics,USA,NY,New York City,New York,/funding-round/244dce52a0ddbb261550269257447dc9,post_ipo_equity,,2014-04-15,20300000
/organization/alliqua,Alliqua,Biotechnology|Health Diagnostics,USA,NY,New York City,New York,/funding-round/25c5ac962113791da92d46917bb59689,venture,,2013-11-06,1000000
/organization/alliqua,Alliqua,Biotechnology|Health Diagnostics,USA,NY,New York City,New York,/funding-round/413b760cb9cbbbe5dad755738c227043,venture,,2013-11-26,13651578
/organization/alliqua,Alliqua,Biotechnology|Health Diagnostics,USA,NY,New York City,New York,/funding-round/5585a917c420b0cd2d001f9d1f1610bb,venture,,2012-11-16,815000
/organization/alliqua,Alliqua,Biotechnology|Health Diagnostics,USA,NY,New York City,New York,/funding-round/5f390eba9db26e90ffafd3c33603b105,venture,,2013-07-07,3000000
/organization/alliqua,Alliqua,Biotechnology|Health Diagnostics,USA,NY,New York City,New York,/funding-round/b3e68a26695cdec6f5cff47a74768647,venture,,2011-03-17,1000000
/organization/alliqua,Alliqua,Biotechnology|Health Diagnostics,USA,NY,New York City,New York,/funding-round/d765553842dc9475a79a1dfd4fc2c757,venture,,2012-03-01,1050000
/organization/allizhealth,AllizHealth,Health and Wellness|Health Care,IND,16,Pune,Pune,/funding-round/0cfb2f1a4d06666e6548acba51d4b1c9,seed,,2013-06-02,350000
/organization/allmobilize,AllMobilize,,USA,WA,Seattle,Redmond,/funding-round/dae6a6148db393a5bae02512a604c9b0,venture,,2013-01-03,
/organization/allmoxy,Allmoxy,Cloud Computing|Enterprise Software|Small and Medium Businesses|Software|Web Development,USA,UT,Salt Lake City,Tremonton,/funding-round/ccd95257bdc4f50a3fc26dec0b642c71,angel,,2012-06-28,1000000
/organization/allmyapps,Allmyapps,Apps|Computers|PC Gaming|Software,,,,,/funding-round/10e62f7322f240126aadba30187a8aa5,venture,A,2011-07-31,1434054
/organization/allmyapps,Allmyapps,Apps|Computers|PC Gaming|Software,,,,,/funding-round/a2e783ca8c443ae9003008282670d3e1,seed,A,2010-09-02,1277204
/organization/allo-communications,ALLO Communications,Mobile,USA,NE,NE - Other,Imperial,/funding-round/9017f9b0321d89348213a50d6700e9c9,venture,,2013-10-23,250000
/organization/allo-communications,ALLO Communications,Mobile,USA,NE,NE - Other,Imperial,/funding-round/bc18d9fca02af1cd64a1360af3232ea1,venture,,2011-03-11,5150000
/organization/allo-communications,ALLO Communications,Mobile,USA,NE,NE - Other,Imperial,/funding-round/ed7eff14187ce441f8926bb73c0feadf,venture,,2012-05-14,2735000
/organization/allocab,Allocab,Limousines|Mobile|Public Transportation|Taxis|Transportation|Travel,FRA,A8,Paris,Paris,/funding-round/83d0bc25bffc070fe2660a5328688973,angel,,2013-02-20,80039
/organization/allocade,Allocade,Biotechnology,USA,CA,SF Bay Area,Menlo Park,/funding-round/3ee924880bad56f81ff130adf825693d,venture,C,2010-04-07,5000000
/organization/allocade,Allocade,Biotechnology,USA,CA,SF Bay Area,Menlo Park,/funding-round/9ae4250fd814e482bb2a1e8f4df32065,private_equity,,2011-08-15,3159045
/organization/allocade,Allocade,Biotechnology,USA,CA,SF Bay Area,Menlo Park,/funding-round/cb5065b9a9cfab01959d286a4db0dcb4,venture,,2009-08-07,3428218
/organization/allocadia,Allocadia,Enterprise Software,,,,,/funding-round/062d1b24efcdbd27909a318671f75d88,venture,A,2014-06-05,6409591
/organization/allocadia,Allocadia,Enterprise Software,,,,,/funding-round/92bb0e9be65d8621316039b555e65148,venture,B,2015-12-02,16500000
/organization/allocadia,Allocadia,Enterprise Software,,,,,/funding-round/98d77cf4d3dc68ea0d10e7e552ce0ba3,seed,,2013-01-30,1000000
/organization/allocure,AlloCure,Biotechnology,USA,MA,Boston,Burlington,/funding-round/13cc6c8f8dd7a274f8c989e7f070916c,venture,B,2012-04-02,25000000
/organization/allocure,AlloCure,Biotechnology,USA,MA,Boston,Burlington,/funding-round/1585124acd94ee2e1fb31482da3bb679,debt_financing,,2009-07-08,400080
/organization/allocure,AlloCure,Biotechnology,USA,MA,Boston,Burlington,/funding-round/7401f3e1c5f71bca7d11b728e2208949,debt_financing,,2011-10-13,1500000
/organization/allocure,AlloCure,Biotechnology,USA,MA,Boston,Burlington,/funding-round/b3e66e2554f356381ff48f975346a771,venture,A,2008-07-02,14500000
/organization/allocure,AlloCure,Biotechnology,USA,MA,Boston,Burlington,/funding-round/b4478c9def2ba10e0b5c8880c47fa00a,venture,,2009-11-18,5588179
/organization/allofme,AllofMe,Software,ISR,5,Tel Aviv,Tel Aviv,/funding-round/13fbb5b2ea090d228f238c12de6275cd,seed,,2007-11-01,
/organization/alloka,Alloka,Advertising|Business Services,RUS,,,,/funding-round/93c06027bc144cceab8b56c55736c6b1,seed,,2013-03-01,100000
/organization/alloka,Alloka,Advertising|Business Services,RUS,,,,/funding-round/d70db36aadac47b416437d47e4f819b5,grant,,2012-01-01,25000
/organization/allon-therapeutics,Allon Therapeutics,Biotechnology,CAN,BC,Vancouver,Vancouver,/funding-round/65410bf4d48ff5c7e00703b7762fd7b9,venture,,2010-03-03,10000000
/organization/allon-therapeutics,Allon Therapeutics,Biotechnology,CAN,BC,Vancouver,Vancouver,/funding-round/f4cd36f193f3d86eaf8865d78faef371,venture,,2012-05-17,1626182
/organization/allone,Allone,Android|Application Platforms|Security,SWE,27,SWE - Other,Ängelholms Havsbad,/funding-round/215311c4c62a9092fa09dc05a541caa3,seed,,2015-04-01,220000
/organization/alloptic,Alloptic,Public Relations,USA,CA,SF Bay Area,Livermore,/funding-round/274a6cbed4f08f179539cef4d2e21d47,venture,E,2005-08-23,30000000
/organization/alloptic,Alloptic,Public Relations,USA,CA,SF Bay Area,Livermore,/funding-round/8ac78a3a317eb44cc731284ecca9a43c,venture,,2006-06-22,8000000
/organization/alloptic,Alloptic,Public Relations,USA,CA,SF Bay Area,Livermore,/funding-round/a6fed63d0b30b1b4f206fc6922deb61b,venture,,2007-12-04,24000000
/organization/alloptic,Alloptic,Public Relations,USA,CA,SF Bay Area,Livermore,/funding-round/bf6247e0d57781301b5fde4061478396,venture,,2001-06-05,12000000
/organization/alloptic,Alloptic,Public Relations,USA,CA,SF Bay Area,Livermore,/funding-round/deef25e9a84f9d8d17bde891ffef2b42,venture,D,2003-04-14,35000000
/organization/allostatix,Allostatix,Health and Wellness,USA,OH,Cincinnati,Cincinnati,/funding-round/a3ef29c32657c1570e94b7f954125507,venture,,2009-07-14,200000
/organization/allostera-pharma,Allostera Pharma,Biotechnology,CAN,QC,Montreal,Montréal,/funding-round/60812792ced6561cf6ba8a7f1f7f92a6,venture,C,2009-07-27,15400000
/organization/allotrope-partners,Allotrope Partners,Carbon|Clean Energy|Investment Management,USA,CA,SF Bay Area,Oakland,/funding-round/7bedc9400a0eec9b84a273c9fcfedda3,venture,,2014-01-06,5000000
/organization/allovue,Allovue,Education,USA,MD,Baltimore,Baltimore,/funding-round/2b80509ba4f4175c7b0172da97041037,seed,,2015-06-09,1000000
/organization/allovue,Allovue,Education,USA,MD,Baltimore,Baltimore,/funding-round/ea45980877fe9e0ebccf9f905487519f,seed,,2014-02-05,800000
/organization/alloy-digital,Alloy Digital,Advertising,USA,NY,New York City,New York,/funding-round/bf0ba6c08c74c2e5cfe6bf7728bd36b4,venture,A,2013-03-07,30000000
/organization/allozyne,Allozyne,Biotechnology,USA,WA,Seattle,Seattle,/funding-round/1fd1c66243637590045eab32b223fe20,venture,A,2005-12-06,3500000
/organization/allozyne,Allozyne,Biotechnology,USA,WA,Seattle,Seattle,/funding-round/3250151e1a670070634f5e10fd5ea15c,venture,B,2007-10-26,30000000
/organization/allozyne,Allozyne,Biotechnology,USA,WA,Seattle,Seattle,/funding-round/da2dc4e971d96283127f27d3ed88abb6,debt_financing,,2013-04-05,900000
/organization/allozyne,Allozyne,Biotechnology,USA,WA,Seattle,Seattle,/funding-round/e237c3eb29b683871b6b606cebfa6048,debt_financing,,2012-02-11,2502500
/organization/allpeers,AllPeers,Curated Web,GBR,K2,London,Oxford,/funding-round/cbc8fb6c27e73361f6b4a658a063c396,venture,A,2006-03-01,
/organization/allpet,AllPet,B2B|Pets|Software,BRA,21,Rio de Janeiro,Rio De Janeiro,/funding-round/194964a578bd077687650a633c8239d3,seed,,2015-04-02,24000
/organization/allpix-innovation,Allpix Innovation,,ISR,5,ISR - Other,Qiryat Ono,/funding-round/74d279aa768151fbdeec2217a965c8d0,equity_crowdfunding,,2015-09-21,0
/organization/allplayers-com,AllPlayers.com,Software,USA,TX,Dallas,Addison,/funding-round/42237c64e77ac7781b80f1e55f618890,venture,,2011-02-22,2449500
/organization/allschoolstuff-com,offerdunia.in,E-Commerce|Education|Kids|Retail,IND,10,New Delhi,Gurgaon,/funding-round/8a57bc9ae2fd59c1b802e64dc29a92d3,seed,,2012-09-01,1500000
/organization/allseated,AllSeated,Curated Web,USA,NY,New York City,New York,/funding-round/92443f815909d2cac8036b60e6d08bad,venture,,2015-05-18,
/organization/allset,Allset,Bridging Online and Offline|Mobile|Restaurants,USA,CA,SF Bay Area,San Francisco,/funding-round/110a88178fe20e0daea23689243e6825,seed,,2015-09-22,1500000
/organization/allshoppings,AllShoppings,Apps,MEX,9,Mexico City,Mexico City,/funding-round/76acada36544d0b566fc4339bc5413a7,seed,,2014-12-19,
/organization/allsource-analysis,AllSource Analysis,Business Analytics|Geospatial|Infrastructure|Open Source,USA,CO,Denver,Longmont,/funding-round/b94856d0d7b21ea5da0e8913aafad954,seed,,2014-08-05,500000
/organization/allstar-deals,Gift Connect,Internet,USA,NY,New York City,New York,/funding-round/7514d548f17f62ef180edfda8f9f6727,venture,B,2014-11-24,5100000
/organization/allstate,The Allstate Corporation,Finance|Insurance,USA,IL,Chicago,Northbrook,/funding-round/9517257b1d74a99398818a42ef4d4568,convertible_note,,2014-01-13,
/organization/allstay,Allstay,Apps|Search|Travel,KOR,,,,/funding-round/11fc94f711164f9a6f93a5518e25cb48,seed,,2015-07-21,432000
/organization/alltech-medical-systems,Alltech Medical Systems,Health Care,CHN,32,Chengdu,Chengdu,/funding-round/3ee79c4fdb3b89d5b75b8e0c32c9322b,venture,D,2011-01-01,
/organization/alltech-medical-systems,Alltech Medical Systems,Health Care,CHN,32,Chengdu,Chengdu,/funding-round/821afb10f6b8dc1a8e4b71ad52d481e4,venture,A,2006-09-01,
/organization/alltech-medical-systems,Alltech Medical Systems,Health Care,CHN,32,Chengdu,Chengdu,/funding-round/ba419a69432ae18c2f1ca3f4a1842dbd,venture,B,2009-06-01,5000000
/organization/alltech-medical-systems,Alltech Medical Systems,Health Care,CHN,32,Chengdu,Chengdu,/funding-round/ce130d1b64565f82870eccdeb59d22fb,venture,C,2010-07-01,1599285
/organization/alltherooms,AllTheRooms,Hotels|Online Travel|Travel,USA,NY,New York City,New York,/funding-round/5ebcebe67c7817d9a4c7bb85e766e70b,seed,,2014-05-23,1100000
/organization/allthetopbananas-com,Allthetopbananas.com,Advertising|Mobile|Search,GBR,K3,Peterborough,Peterborough,/funding-round/0ce11b106cd63c72408a5fb350ed66cb,seed,,2006-11-01,858800
/organization/alltrails-com,AllTrails,Sports,USA,CA,SF Bay Area,San Francisco,/funding-round/05c9d99d3d2580837953a3ea25ec696c,seed,,2013-02-06,1239987
/organization/alltrails-com,AllTrails,Sports,USA,CA,SF Bay Area,San Francisco,/funding-round/38b092fa0f4eaa22c5881d2ccd40b3f0,venture,,2012-01-11,990000
/organization/alltrails-com,AllTrails,Sports,USA,CA,SF Bay Area,San Francisco,/funding-round/3e24d3b33e9d9a5c012097ff349df415,seed,,2011-11-13,400000
/organization/alltrails-com,AllTrails,Sports,USA,CA,SF Bay Area,San Francisco,/funding-round/b795c4c670dcb1c51f319bbd08598acb,venture,,2013-04-01,250000
/organization/alltrails-com,AllTrails,Sports,USA,CA,SF Bay Area,San Francisco,/funding-round/e453d1fca9cb839d7e9bd34813462c40,seed,,2010-09-01,
/organization/alltranz,AllTranz,Pharmaceuticals,USA,KY,Lexington,Lexington,/funding-round/e1aed5b1028a7cb578eb26c760b1358c,venture,A,2007-07-16,860000
/organization/alltuition,Alltuition,Finance|Startups,USA,IL,Carthage,Carthage,/funding-round/716d2f529d0392c82f69107d81864014,venture,B,2012-08-17,3000000
/organization/alltuition,Alltuition,Finance|Startups,USA,IL,Carthage,Carthage,/funding-round/95631f0ce9781062675039ac7bcc9632,seed,,2011-03-08,1000000
